Estuary,Station,Date,Transect,Habitat,Method,Quadrat,ScientificName,CommonName,Status,EstimatedCover,TallestPlantHeight,Tide,VegetatedCover,NonVegetatedCover
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Schoenoplectus californicus,southern bulrush,native,20,127,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,10,103,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,1,48,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,86,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,7,55,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,45,106,high,20,80
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,5,36,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,25,142,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,1,29,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,1,28,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Schoenoplectus californicus,southern bulrush,native,15,141,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,10,82,high,55,45
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,3,108,high,63,37
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,36,high,63,37
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,4,Schoenoplectus californicus,southern bulrush,native,5,112,high,63,37
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,50,113,high,63,37
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,20,152,high,30,70
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,1,93,high,30,70
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,5,153,high,30,70
Batiquitos Lagoon,3,2021-10-17T00:00:00Z,3,Brackish marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,5,78,high,30,70
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,2,23,high,95,5
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,90,45,high,95,5
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,90,53,high,90,10
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,3,Frankenia salina,alkali heath,native,80,39,high,100,0
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,10,70,high,100,0
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,4,Frankenia salina,alkali heath,native,40,9,high,95,5
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,40,42,high,95,5
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,5,Distichlis spicata,salt grass,native,2,27,high,100,0
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,5,Frankenia salina,alkali heath,native,90,25,high,100,0
Batiquitos Lagoon,1,2021-10-18T00:00:00Z,2,High marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,10,45,high,100,0
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,1,Atriplex lentiformis,goosefoot,native,15,42,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,1,Stipa pulchra,purple needle grass,native,50,27,ebb,95,5
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,2,Stipa pulchra,purple needle grass,native,30,23,ebb,90,10
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,3,Stipa pulchra,purple needle grass,native,55,18,ebb,85,15
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,4,Stipa pulchra,purple needle grass,native,50,20,ebb,98,2
Goleta Slough,2,2021-03-23T00:00:00Z,3,High marsh,within_elevation,5,Stipa pulchra,purple needle grass,native,55,23,ebb,95,5
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,1,Arthrocnemum subterminale,Parish's glasswort,native,5,43,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,1,Arthrocnemum subterminale,Parish's glasswort,native,25,44,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,65,19,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,2,Arthrocnemum subterminale,Parish's glasswort,native,30,30,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,25,16,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Carpobrotus edulis,iceplant,non-native,5,0,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Suaeda esteroa,estuary seablite,native,5,36,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Arthrocnemum subterminale,Parish's glasswort,native,5,40,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Carpobrotus edulis,iceplant,non-native,40,16,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Suaeda esteroa,estuary seablite,native,10,45,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,35,18,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Suaeda esteroa,estuary seablite,native,10,38,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,40,23,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Suaeda esteroa,estuary seablite,native,90,78,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Arthrocnemum subterminale,Parish's glasswort,native,5,40,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Carpobrotus edulis,iceplant,non-native,10,20,ebb,100,0
Goleta Slough,3,2021-03-24T00:00:00Z,3,High marsh,within_elevation,4,Cuscuta salina,salt dodder,native,45,22,ebb,100,0
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,1,Distichlis spicata,salt grass,native,10,10,high,60,40
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,10,high,60,40
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,2,Heterotheca grandiflora,telegraph weed,native,2,10,high,90,10
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,4,Distichlis spicata,salt grass,native,5,20,high,95,5
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,4,Heterotheca grandiflora,telegraph weed,native,20,40,high,95,5
Goleta Slough,2,2021-09-20T00:00:00Z,3,High marsh,within_elevation,5,Distichlis littoralis,shore grass,native,10,2,high,5,95
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,10,20,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Batis maritima,saltwort,native,60,5,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Limonium californicum,Western marsh-rosemary,native,2,10,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,80,15,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,20,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,20,20,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Batis maritima,saltwort,native,60,5,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Frankenia salina,alkali heath,native,20,15,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,70,10,ebb,90,10
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Batis maritima,saltwort,native,2,5,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Frankenia salina,alkali heath,native,60,10,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,15,3,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Limonium californicum,Western marsh-rosemary,native,5,15,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,5,2,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,5,10,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Triglochin concinna,arrow grass,native,2,6,ebb,80,20
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,2,15,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Batis maritima,saltwort,native,2,5,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Frankenia salina,alkali heath,native,75,10,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,5,5,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,10,10,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Limonium californicum,Western marsh-rosemary,native,20,20,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Suaeda esteroa,estuary seablite,native,2,10,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Triglochin concinna,arrow grass,native,5,5,ebb,75,25
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Distichlis littoralis,shore grass,native,75,15,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Frankenia salina,alkali heath,native,5,5,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,20,15,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Limonium californicum,Western marsh-rosemary,native,20,15,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,2,20,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Suaeda esteroa,estuary seablite,native,2,15,ebb,60,40
Newport Bay,1,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Triglochin concinna,arrow grass,native,10,5,ebb,60,40
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,20,25,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Batis maritima,saltwort,native,75,10,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,80,5,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,1,Salicornia pacifica,Pickleweed,native,10,30,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,60,25,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Batis maritima,saltwort,native,75,20,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,80,5,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,30,30,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,15,30,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Batis maritima,saltwort,native,75,15,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Limonium californicum,Western marsh-rosemary,native,2,15,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,50,5,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,15,30,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,3,Suaeda esteroa,estuary seablite,native,2,20,ebb,90,10
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,40,25,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Batis maritima,saltwort,native,80,15,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,60,5,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,15,25,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,4,Suaeda esteroa,estuary seablite,native,2,10,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,40,35,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Batis maritima,saltwort,native,60,20,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Distichlis littoralis,shore grass,native,50,20,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,60,10,ebb,95,5
Newport Bay,3,2021-03-18T00:00:00Z,3,High marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,25,40,ebb,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,5,20,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Batis maritima,saltwort,native,40,10,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Distichlis spicata,salt grass,native,10,15,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Jaumea carnosa,fleshy jaumea,native,30,8,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Limonium californicum,Western marsh-rosemary,native,5,10,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Salicornia bigelovii,dwarf glasswort,native,10,25,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,20,30,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,2,Batis maritima,saltwort,native,30,15,high,70,30
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,2,Jaumea carnosa,fleshy jaumea,native,10,10,high,70,30
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,25,20,high,70,30
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,2,Salicornia pacifica,Pickleweed,native,40,30,high,70,30
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,5,65,high,70,30
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,10,10,high,98,2
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,3,Jaumea carnosa,fleshy jaumea,native,10,20,high,98,2
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,3,Salicornia bigelovii,dwarf glasswort,native,30,15,high,98,2
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,3,Salicornia pacifica,Pickleweed,native,90,50,high,98,2
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,2,40,high,98,2
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,20,10,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Batis maritima,saltwort,native,10,15,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Jaumea carnosa,fleshy jaumea,native,20,20,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Salicornia bigelovii,dwarf glasswort,native,30,20,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Salicornia pacifica,Pickleweed,native,60,40,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,10,70,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,2,10,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Batis maritima,saltwort,native,30,15,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Jaumea carnosa,fleshy jaumea,native,60,15,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Salicornia bigelovii,dwarf glasswort,native,10,20,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Salicornia pacifica,Pickleweed,native,20,30,high,95,5
Newport Bay,3,2021-09-25T00:00:00Z,3,Mid marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,10,45,high,95,5
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,5,64,ebb,5,95
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,5,91,ebb,70,30
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,50,127,ebb,70,30
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,30,155,ebb,80,20
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,30,131,ebb,80,20
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,4,Typha latifolia,broad-leaved cattail,native,30,55,ebb,90,10
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,4,Typha latifolia,broad-leaved cattail,native,25,106,ebb,90,10
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,5,Typha latifolia,broad-leaved cattail,native,5,147,ebb,5,95
Ventura River,1,2021-03-29T00:00:00Z,3,High marsh,within_elevation,5,Typha latifolia,broad-leaved cattail,native,5,28,ebb,5,95
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,15,161,ebb,70,30
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,1,Atriplex prostrata,fat hen,non-native,5,6,ebb,70,30
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,1,Typha latifolia,broad-leaved cattail,native,15,54,ebb,70,30
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,5,134,ebb,15,85
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,2,Typha latifolia,broad-leaved cattail,native,20,22,ebb,15,85
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,2,163,ebb,75,25
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,3,Atriplex prostrata,fat hen,non-native,5,4,ebb,75,25
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,3,Typha latifolia,broad-leaved cattail,native,5,96,ebb,75,25
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,4,Atriplex prostrata,fat hen,non-native,30,23,ebb,100,0
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,4,Cakile maritima,European sea rocket,naturalized,5,24,ebb,100,0
Ventura River,3,2021-03-29T00:00:00Z,3,High marsh,within_elevation,5,Atriplex prostrata,fat hen,non-native,5,12,ebb,95,5
Ventura River,3,2021-09-22T00:00:00Z,1,High marsh,within_elevation,2,Schoenoplectus californicus,southern bulrush,native,5,210,closed,95,5
Ventura River,3,2021-09-22T00:00:00Z,1,High marsh,within_elevation,3,Distichlis spicata,salt grass,native,20,20,closed,25,75
Ventura River,3,2021-09-22T00:00:00Z,1,High marsh,within_elevation,4,Distichlis spicata,salt grass,native,60,15,closed,90,10
Ventura River,3,2021-09-22T00:00:00Z,1,High marsh,within_elevation,5,Distichlis spicata,salt grass,native,90,20,closed,90,10
Ventura River,3,2021-09-22T00:00:00Z,1,High marsh,within_elevation,5,Schoenoplectus californicus,southern bulrush,native,2,70,closed,90,10
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,30,90,ebb,85,15
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,75,45,ebb,85,15
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,30,93,ebb,80,20
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,60,40,ebb,80,20
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,40,75,ebb,80,20
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,50,52,ebb,80,20
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,40,75,ebb,70,30
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,60,50,ebb,70,30
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,60,98,ebb,80,20
Batiquitos Lagoon,1,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,50,60,ebb,80,20
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,15,84,ebb,60,40
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,45,51,ebb,60,40
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,10,79,ebb,65,35
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,55,48,ebb,65,35
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,15,69,ebb,60,40
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,45,47,ebb,60,40
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,5,55,ebb,40,60
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,30,48,ebb,40,60
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,15,64,ebb,60,40
Batiquitos Lagoon,2,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,5,Spartina foliosa,California cordgrass,native,45,57,ebb,60,40
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,1,40,ebb,4,96
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,1,Spartina foliosa,California cordgrass,native,3,31,ebb,4,96
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Spartina foliosa,California cordgrass,native,4,31,ebb,4,96
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,2,Salicornia bigelovii,dwarf glasswort,native,1,2,ebb,4,96
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,3,Spartina foliosa,California cordgrass,native,15,46,ebb,15,85
Batiquitos Lagoon,3,2021-04-11T00:00:00Z,1,Low marsh,within_elevation,4,Spartina foliosa,California cordgrass,native,15,30,ebb,16,84
